"Steam ID","Name","Kills","Deaths","K/D","Max kill streak","Kill(s) / minute","Death(s) / minute","Max death streak","Max TK streak","Death by TK","Death by TK Streak","(aprox.) Longest life min.","(aprox.) Shortest life secs.","Nemesis","Victim","Combat Effectiveness","Support Points","Defensive Points","Offensive Points","Weapons","Death by Weapons"
"76561199443180195","🅲ˇManagerˇ","27","75","0.36","4","0.32","0.88","17","0","0","0","206","22","{""(WTH) KAISER Mtbb"":3,""(WTH) Dorbian"":4,""(WTH) Alf"":4,""(WTH) .spxnk"":5,""(WTH) delete"":1,""(WTH) BABY SharK ｼ 2.0"":1,""Lazei"":3,""(WTH) John ツ"":7,""(WTH) DrDoof"":6,""(WTH) Slappy"":1,""(WTH) Drachi ッ"":2,""(WTH) ya boy"":9,""(WTH) GingerSlushii"":1,""(WTH) Lehtikylä"":1,""[WTH] Mike Lawry 유"":2,""(CCP) RisingZedong"":3,""(WTH) Junior你狗屎"":2,""(WTH) ㋡ Crusaderxx ❀"":6,""(WTH) era"":1,""(WTH) Sgt. Rico"":2,""(WTH) Zota"":2,""(WTH) Raptor uK™"":1,""(WTH) Wolfi"":1,""(WTH) ✯Kongo"":2,""(WTH) gavrich"":3,""(WTH) GΣRMANXX ❀"":1,""(WTH)✨ Tourop ✨"":1}","{""(WTH) Dorbian"":3,""(WTH) Neffex"":1,""(WTH) .spxnk"":1,""(WTH) Desper"":2,""(WTH) delete"":1,""Lazei"":1,""(WTH) John ツ"":1,""(WTH) DrDoof"":1,""(WTH) AlexGZ"":3,""(WTH) Slappy"":1,""(WTH) ya boy"":4,""(WTH) GingerSlushii"":2,""(WTH) Lehtikylä"":1,""[WTH] Mike Lawry 유"":2,""(WTH) Junior你狗屎"":1,""(WTH) ㋡ Crusaderxx ❀"":1,""(WTH) Sgt. Rico"":1}","220","485","980","100","{""M1 CARBINE"":27}","{""STG44"":14,""GEWEHR 43"":24,""PANZERSCHRECK"":1,""COAXIAL MG34 [Sd.Kfz.181 Tiger 1]"":1,""150MM HOWITZER [sFH 18]"":3,""SATCHEL"":1,""88 KWK 36 L/56 [Sd.Kfz.181 Tiger 1]"":2,""COAXIAL MG34 [Sd.Kfz.161 Panzer IV]"":1,""MG42"":18,""MG34"":1,""KARABINER 98K"":5,""FG42 x4"":2,""MP40"":2}"
"76561198295572658","Khonsu","30","59","0.51","3","0.35","0.69","8","0","0","0","246","20","{""(WTH) KAISER Mtbb"":3,""(WTH) Dorbian"":2,""(WTH) Alf"":1,""(WTH) Voape"":2,""(WTH) Zhong Xina"":9,""(WTH) Guinness"":3,""(WTH) BABY SharK ｼ 2.0"":2,""🅷 (WTH) matziti"":3,""(WTH) AlexGZ"":1,""(WTH) Slappy"":5,""(WTH) Drachi ッ"":2,""(WTH) ya boy"":3,""(WTH) J4nnis"":2,""(WTH) GingerSlushii"":1,""(WTH) Junior你狗屎"":2,""(WTH) ㋡ Crusaderxx ❀"":1,""(WTH) era"":3,""(WTH) Raptor uK™"":2,""(WTH) Wolfi"":3,""(WTH) GØBLYAXX ❀"":2,""(WTH) gavrich"":4,""(WTH) GΣRMANXX ❀"":3}","{""(WTH) KAISER Mtbb"":3,""(WTH) ByteSized"":1,""(WTH) Zhong Xina"":1,""(WTH) Guinness"":2,""(WTH) .spxnk"":2,""(WTH) delete"":2,""(WTH) BABY SharK ｼ 2.0"":1,""(WTH) DrDoof"":1,""(WTH) AlexGZ"":1,""(WTH) Slappy"":1,""(WTH) Conor"":2,""(WTH) GingerSlushii"":1,""(WTH) Lehtikylä"":2,""(WTH) MDMaris"":1,""(WTH) era"":1,""(WTH) Wolfi"":1,""(WTH) ✯Kongo"":4,""(WTH) GØBLYAXX ❀"":2,""(WTH) GΣRMANXX ❀"":1}","204","816","980","200","{""M1 GARAND"":30}","{""STG44"":3,""GEWEHR 43"":27,""PANZERSCHRECK"":2,""150MM HOWITZER [sFH 18]"":4,""M43 STIELHANDGRANATE"":1,""MG42"":15,""KARABINER 98K"":1,""FG42 x4"":3,""MP40"":3}"
"76561198006590248","(WTH) Alf","81","62","1.31","12","0.95","0.73","6","1","0","0","342","16","{""🅲ˇ三个点ˇ"":1,""🅲ˇFirst Baturuˇ"":2,""🅲ˇHalloween∞ˇ"":5,""🅲ˇ音尘绝"":1,""🅲 ˇ 脑袋不空空的如也酱 ˇ"":2,""🅲ˇヅ KÖalaˇ"":2,""🅲 ˆ Seer ˆ"":3,""🅲ˇWuHuLoveYoonaˇ"":1,""🅲ˇmONESY666∞⚡"":3,""🅲ˇAlituofo小女孩ˇ"":1,""🅲ˇSUNˇ"":1,""Donk666"":1,""chebelFIOR"":1,""Zywa小树人"":3,""🅲 ˇ特纳ˇ"":2,""🅲ˇ晨洋ˇBABA"":1,""莽皮坨冠军"":5,""🅲ˇTony9478"":1,""🅲ˇ捷森猪猪Jason_piggyˇ"":1,""🅲ˇLancerzzzˇ"":2,""周茂凯"":2,""🅲ˇ石崎川ˇ"":2,""Kobe Bryant"":2,""Nagawa"":2,""🅲ˇ抢镜的最佳路人"":1,""突破王"":1,""leo.messi"":3,""🅲ˇaYa~Loongya！"":2,""🅲ˇpangfˇ"":1,""2Teng"":2,""🅲ˇ空均宇ˇ"":1,""🅲ˇ小七se7enˇ"":4}","{""🅲ˇ三个点ˇ"":1,""🅲ˇVergissmeinnicht"":1,""🅲ˇFirst Baturuˇ"":2,""🅲ˇHalloween∞ˇ"":4,""🅲ˇRookie"":2,""🅲ˇ音尘绝"":3,""🅲ˇヅ KÖalaˇ"":1,""🅲ˇWuHuLoveYoonaˇ"":2,""🅲ˇmONESY666∞⚡"":5,""🅲ˇElixir_小国ˇ"":1,""🅲ˇManagerˇ"":4,""Oasis"":5,""🅲ˇAlituofo小女孩ˇ"":3,""🅲ˇSUNˇ"":1,""Donk666"":1,""chebelFIOR"":1,""Zywa小树人"":5,""莽皮坨冠军"":1,""🅲ˇ黑夜不过白昼ˇ"":1,""🅲ˇTony9478"":2,""🅲ˇLancerzzzˇ"":3,""周茂凯"":3,""🅲ˇ石崎川ˇ"":6,""Nagawa"":4,""突破王"":5,""leo.messi"":1,""🅲ˇaYa~Loongya！"":4,""🅲ˇ薇尔莉特Violetˇ"":1,""🅲ˇpangfˇ"":1,""🅲ˇ空均宇ˇ"":1,""🅲ˇ小七se7enˇ"":4,""Khonsu"":1,""🅲ˇSleep a Summerˇ"":1}","640","475","300","860","{""STG44"":22,""SATCHEL"":3,""GEWEHR 43"":47,""KARABINER 98K"":8,""PANZERSCHRECK"":1}","{""155MM HOWITZER [M114]"":1,""M1918A2 BAR"":2,""M1A1 THOMPSON"":1,""COAXIAL M1919 [Sherman M4A3E2(76)]"":3,""M1903 SPRINGFIELD"":1,""BROWNING M1919"":4,""76MM M1 GUN [Sherman M4A3E2(76)]"":3,""COAXIAL M1919 [Sherman M4A3(75)W]"":2,""M1 CARBINE"":2,""M1 GARAND"":43}"
"76561198109929335","(WTH) ByteSized","1","10","0.1","1","0.01","0.12","7","0","0","0","1336","25","{""Khonsu"":1,""leo.messi"":2,""🅲ˇ8da2kˇ"":1,""🅲 ˆ Seer ˆ"":1,""🅲ˇElixir_小国ˇ"":1,""🅲ˇ抢镜的最佳路人"":3,""🅲 ˇ 脑袋不空空的如也酱 ˇ"":1}","{""leo.messi"":1}","576","120","1240","420","{""HULL MG34 [Sd.Kfz.181 Tiger 1]"":1}","{""M1 GARAND"":4,""PRECISION STRIKE"":1,""155MM HOWITZER [M114]"":3,""76MM M1 GUN [Sherman M4A3E2(76)]"":2}"
"76561198976157708","🅲ˇ303_Lcdˇ","4","6","0.67","3","0.05","0.07","4","0","0","0","1629","161","{""(WTH) Zota"":1,""(wth) Lenny"":1,""(WTH) AlexGZ"":1,""(CCP) RisingZedong"":1,""(WTH)✨ Tourop ✨"":2}","{""(WTH) Zota"":1,""(CCP) Harry"":1,""(CCP) WONIU FAN"":1,""(CCP) RisingZedong"":1}","798","155","1600","80","{""HULL M1919 [Sherman M4A3E2(76)]"":1,""76MM M1 GUN [Sherman M4A3E2(76)]"":3}","{""PANZERSCHRECK"":2,""75MM CANNON [Sd.Kfz.161 Panzer IV]"":1,""88 KWK 36 L/56 [Sd.Kfz.181 Tiger 1]"":3}"
"76561198432341284","(WTH) Slappy","129","34","3.79","20","1.51","0.4","3","0","0","0","589","21","{""🅲ˇFirst Baturuˇ"":1,""🅲ˇRookie"":1,""🅲ˇ音尘绝"":2,""🅲ˇヅ KÖalaˇ"":1,""🅲ˇWuHuLoveYoonaˇ"":3,""🅲ˇElixir_小国ˇ"":1,""🅲ˇManagerˇ"":1,""🅲ˇ真白shinakoˇ"":1,""Zywa小树人"":2,""🅲ˇ晨洋ˇBABA"":2,""莽皮坨冠军"":2,""🅲ˇTony9478"":2,""🅲ˇLancerzzzˇ"":2,""周茂凯"":4,""Kobe Bryant"":1,""Nagawa"":2,""🅲ˇ抢镜的最佳路人"":2,""leo.messi"":1,""🅲ˇpangfˇ"":1,""2Teng"":1,""Khonsu"":1}","{""🅲ˇ三个点ˇ"":1,""🅲 ˇWONIUˇ"":1,""🅲ˇFirst Baturuˇ"":4,""🅲ˇHalloween∞ˇ"":4,""🅲ˇRookie"":2,""🅲ˇ音尘绝"":9,""🅲ˇヅ KÖalaˇ"":6,""🅲 ˆ Seer ˆ"":1,""🅲ˇWuHuLoveYoonaˇ"":7,""🅲ˇ8da2kˇ"":4,""🅲ˇElixir_小国ˇ"":1,""🅲ˇManagerˇ"":1,""Oasis"":6,""🅲ˇ真白shinakoˇ"":1,""🅲ˇAlituofo小女孩ˇ"":1,""🅲ˇSUNˇ"":1,""Donk666"":1,""Zywa小树人"":7,""🅲 ˇ特纳ˇ"":1,""🅲ˇ晨洋ˇBABA"":1,""莽皮坨冠军"":10,""🅲ˇ黑夜不过白昼ˇ"":1,""🅲ˇTony9478"":1,""🅲ˇLancerzzzˇ"":4,""周茂凯"":6,""🅲ˇ石崎川ˇ"":3,""Nagawa"":10,""突破王"":5,""乔小乔"":1,""🅲ˇaYa~Loongya！"":8,""🅲ˇpangfˇ"":6,""2Teng"":1,""🅲ˇ空均宇ˇ"":6,""🅲ˇ小七se7enˇ"":1,""Khonsu"":5,""🅲ˇSleep a Summerˇ"":1}","1004","175","820","540","{""MG42"":129}","{""BAZOOKA"":1,""SATCHEL"":1,""M1 GARAND"":20,""M1 CARBINE"":1,""BROWNING M1919"":5,""M1903 SPRINGFIELD"":3,""155MM HOWITZER [M114]"":2,""76MM M1 GUN [Sherman M4A3E2(76)]"":1}"
"76561198142133069","(WTH) AlexGZ","73","64","1.14","7","0.85","0.75","5","0","2","1","184","15","{""🅲ˇ三个点ˇ"":3,""🅲ˇVergissmeinnicht"":2,""🅲ˇHalloween∞ˇ"":3,""🅲ˇ音尘绝"":1,""🅲 ˇ 脑袋不空空的如也酱 ˇ"":2,""🅲ˇヅ KÖalaˇ"":2,""🅲ˇmONESY666∞⚡"":1,""🅲ˇElixir_小国ˇ"":5,""🅲ˇManagerˇ"":3,""Oasis"":5,""🅲ˇAlituofo小女孩ˇ"":1,""chebelFIOR"":2,""Zywa小树人"":3,""🅲 ˇ特纳ˇ"":1,""莽皮坨冠军"":4,""🅲ˇTony9478"":2,""🅲ˇ捷森猪猪Jason_piggyˇ"":1,""周茂凯"":1,""🅲ˇ石崎川ˇ"":1,""Nagawa"":3,""🅲ˇ抢镜的最佳路人"":3,""乔小乔"":1,""leo.messi"":4,""🅲ˇ薇尔莉特Violetˇ"":4,""🅲ˇpangfˇ"":1,""🅲ˇ空均宇ˇ"":2,""🅲ˇ小七se7enˇ"":2,""Khonsu"":1}","{""🅲ˇ三个点ˇ"":3,""🅲ˇThree3ˇ"":2,""🅲ˇ西德4000ˇ"":1,""🅲ˇVergissmeinnicht"":3,""🅲ˇFirst Baturuˇ"":1,""🅲ˇHalloween∞ˇ"":1,""🅲ˇRookie"":1,""🅲 ˇ 脑袋不空空的如也酱 ˇ"":1,""🅲ˇmONESY666∞⚡"":1,""🅲ˇElixir_小国ˇ"":1,""Oasis"":7,""🅲ˇ真白shinakoˇ"":2,""🅲ˇAlituofo小女孩ˇ"":1,""chebelFIOR"":5,""Zywa小树人"":1,""莽皮坨冠军"":2,""🅲ˇ黑夜不过白昼ˇ"":3,""🅲ˇTony9478"":1,""🅲ˇ303_Lcdˇ"":1,""🅲ˇLancerzzzˇ"":5,""周茂凯"":2,""🅲ˇ石崎川ˇ"":2,""Nagawa"":7,""突破王"":2,""leo.messi"":2,""🅲ˇaYa~Loongya！"":3,""🅲ˇ薇尔莉特Violetˇ"":2,""🅲ˇpangfˇ"":4,""🅲ˇ空均宇ˇ"":4,""Khonsu"":1,""🅲ˇSleep a Summerˇ"":1}","640","415","500","620","{""MP40"":3,""STG44"":49,""SATCHEL"":1,""GEWEHR 43"":8,""FELDSPATEN"":1,""KARABINER 98K"":7,""PANZERSCHRECK"":4}","{""155MM HOWITZER [M114]"":3,""M97 TRENCH GUN"":1,""75MM CANNON [Sherman M4A3(75)W]"":1,""M1903 SPRINGFIELD"":1,""HULL M1919 [Sherman M4A3E2(76)]"":2,""BROWNING M1919"":6,""M3 GREASE GUN"":1,""M1 CARBINE"":3,""M6 37mm [M8 Greyhound]"":1,""M1 GARAND"":45}"
"76561198025267496","(WTH) Guinness","45","55","0.82","5","0.53","0.64","5","0","1","1","313","22","{""🅲ˇ三个点ˇ"":2,""🅲ˇThree3ˇ"":1,""🅲ˇHalloween∞ˇ"":1,""🅲ˇ音尘绝"":2,""🅲 ˇ 脑袋不空空的如也酱 ˇ"":1,""🅲ˇヅ KÖalaˇ"":2,""🅲ˇmONESY666∞⚡"":4,""Oasis"":2,""chebelFIOR"":2,""🅲 ˇ特纳ˇ"":1,""莽皮坨冠军"":1,""🅲ˇLancerzzzˇ"":4,""周茂凯"":8,""🅲ˇ石崎川ˇ"":2,""Nagawa"":6,""🅲ˇ抢镜的最佳路人"":1,""突破王"":1,""leo.messi"":1,""🅲ˇaYa~Loongya！"":1,""🅲ˇ空均宇ˇ"":5,""🅲ˇ小七se7enˇ"":5,""Khonsu"":2}","{""🅲ˇThree3ˇ"":2,""🅲ˇHalloween∞ˇ"":2,""🅲ˇ音尘绝"":1,""🅲ˇヅ KÖalaˇ"":5,""🅲ˇWuHuLoveYoonaˇ"":1,""🅲ˇmONESY666∞⚡"":1,""🅲ˇ8da2kˇ"":1,""Oasis"":1,""🅲ˇSUNˇ"":1,""chebelFIOR"":3,""Zywa小树人"":1,""莽皮坨冠军"":1,""🅲ˇLancerzzzˇ"":3,""周茂凯"":5,""🅲ˇ石崎川ˇ"":2,""Kobe Bryant"":2,""Nagawa"":5,""突破王"":1,""🅲ˇaYa~Loongya！"":1,""🅲ˇpangfˇ"":2,""🅲ˇ空均宇ˇ"":1,""Khonsu"":3}","353","1450","580","700","{""GEWEHR 43"":45}","{""155MM HOWITZER [M114]"":1,""MK2 GRENADE"":1,""75MM CANNON [Sherman M4A3(75)W]"":1,""M1903 SPRINGFIELD"":2,""BROWNING M1919"":10,""M2 AP MINE"":1,""HULL M1919 [Sherman M4A3(75)W]"":1,""M1 CARBINE"":1,""M1 GARAND"":37}"
"76561198130407470","🅲ˇ音尘绝","46","53","0.87","7","0.54","0.62","7","0","1","1","458","14","{""(WTH) Dorbian"":1,""(WTH) Alf"":3,""(WTH) Guinness"":1,""(WTH) .spxnk"":3,""(WTH) BABY SharK ｼ 2.0"":2,""🅷 (WTH) matziti"":3,""(WTH) DrDoof"":1,""(WTH) Slappy"":9,""(WTH) Conor"":2,""(WTH) ya boy"":1,""(WTH) blue 鸡肉面"":1,""(WTH) GingerSlushii"":1,""(WTH) Lehtikylä"":3,""(WTH) ㋡ Crusaderxx ❀"":3,""(WTH) era"":2,""(WTH) Zota"":4,""(WTH) ✯Kongo"":3,""(WTH) gavrich"":8,""(WTH)✨ Tourop ✨"":2}","{""(WTH) KAISER Mtbb"":1,""(WTH) Alf"":1,""(WTH) Zhong Xina"":1,""(WTH) Guinness"":2,""(WTH) .spxnk"":1,""(WTH) delete"":1,""(WTH) BABY SharK ｼ 2.0"":1,""🅷 (WTH) matziti"":1,""Lazei"":1,""(WTH) John ツ"":1,""(WTH) DrDoof"":5,""(WTH) AlexGZ"":1,""(WTH) Slappy"":2,""(WTH) Conor"":5,""(WTH) Lehtikylä"":2,""(CCP) RisingZedong"":1,""(WTH) Junior你狗屎"":1,""(WTH) ㋡ Crusaderxx ❀"":1,""(WTH) Critical"":1,""(WTH) era"":6,""(WTH) Zota"":2,""(WTH) Wolfi"":1,""(WTH) ✯Kongo"":3,""(WTH) GØBLYAXX ❀"":1,""(WTH) GΣRMANXX ❀"":3}","352","175","1120","120","{""M1 GARAND"":9,""M1918A2 BAR"":1,""MK2 GRENADE"":1,""BROWNING M1919"":33,""M97 TRENCH GUN"":2}","{""STG44"":10,""GEWEHR 43"":12,""PANZERSCHRECK"":1,""150MM HOWITZER [sFH 18]"":8,""SATCHEL"":2,""88 KWK 36 L/56 [Sd.Kfz.181 Tiger 1]"":2,""MG42"":13,""FG42 x4"":3,""MP40"":2}"
"76561199303564143","(CCP) Harry","2","3","0.67","2","0.02","0.04","3","2","0","0","1485","384","{""2Teng"":1,""🅲 ˆ Seer ˆ"":1,""🅲ˇ303_Lcdˇ"":1}","{""chebelFIOR"":1,""🅲ˇFirst Baturuˇ"":1}","771","0","1460","220","{""Sd.Kfz.161 Panzer IV"":1,""HULL MG34 [Sd.Kfz.161 Panzer IV]"":1}","{""76MM M1 GUN [Sherman M4A3E2(76)]"":3}"
"76561197999958256","(WTH) gavrich","205","0","205","205","2.4","0","0","14","0","0","0","9999","{}","{""🅲ˇ三个点ˇ"":6,""🅲ˇThree3ˇ"":5,""🅲ˇVergissmeinnicht"":8,""🅲ˇFirst Baturuˇ"":2,""🅲ˇHalloween∞ˇ"":3,""🅲ˇRookie"":6,""🅲ˇ音尘绝"":8,""🅲ˇヅ KÖalaˇ"":6,""🅲 ˆ Seer ˆ"":1,""🅲ˇWuHuLoveYoonaˇ"":7,""🅲ˇmONESY666∞⚡"":2,""🅲ˇ8da2kˇ"":2,""🅲ˇElixir_小国ˇ"":7,""🅲ˇManagerˇ"":3,""Oasis"":5,""🅲ˇ真白shinakoˇ"":3,""🅲ˇAlituofo小女孩ˇ"":17,""🅲ˇSUNˇ"":5,""Donk666"":1,""chebelFIOR"":5,""Zywa小树人"":3,""🅲 ˇ特纳ˇ"":2,""🅲ˇ晨洋ˇBABA"":1,""莽皮坨冠军"":4,""🅲ˇ黑夜不过白昼ˇ"":12,""🅲ˇTony9478"":1,""🅲ˇ捷森猪猪Jason_piggyˇ"":6,""🅲ˇLancerzzzˇ"":3,""周茂凯"":5,""🅲ˇ石崎川ˇ"":5,""Kobe Bryant"":11,""Nagawa"":1,""突破王"":2,""leo.messi"":3,""🅲ˇaYa~Loongya！"":7,""🅲ˇ薇尔莉特Violetˇ"":8,""🅲ˇpangfˇ"":8,""𝓢𝓧-𝓲𝓪𝓷𝓰"":1,""🅲ˇ空均宇ˇ"":4,""🅲ˇ小七se7enˇ"":8,""Khonsu"":4,""🅲ˇSleep a Summerˇ"":4}","1593","0","1780","0","{""150MM HOWITZER [sFH 18]"":205}","{}"
"76561197998502503","(WTH) J4nnis","36","24","1.5","8","0.42","0.28","4","0","2","1","744","14","{""🅲ˇ三个点ˇ"":1,""🅲ˇFirst Baturuˇ"":1,""🅲ˇHalloween∞ˇ"":1,""🅲ˇRookie"":1,""🅲 ˇ 脑袋不空空的如也酱 ˇ"":4,""🅲ˇヅ KÖalaˇ"":1,""🅲ˇmONESY666∞⚡"":1,""Oasis"":1,""Zywa小树人"":1,""🅲ˇLancerzzzˇ"":3,""🅲ˇ石崎川ˇ"":1,""Kobe Bryant"":1,""Nagawa"":1,""🅲ˇ抢镜的最佳路人"":3,""突破王"":1,""leo.messi"":1,""🅲ˇaYa~Loongya！"":1}","{""🅲ˇHalloween∞ˇ"":4,""🅲ˇRookie"":1,""🅲ˇWuHuLoveYoonaˇ"":1,""🅲ˇmONESY666∞⚡"":1,""🅲ˇElixir_小国ˇ"":2,""🅲ˇSUNˇ"":1,""chebelFIOR"":3,""Zywa小树人"":2,""🅲ˇ晨洋ˇBABA"":2,""莽皮坨冠军"":1,""🅲ˇ黑夜不过白昼ˇ"":1,""🅲ˇLancerzzzˇ"":1,""🅲ˇ石崎川ˇ"":4,""Nagawa"":1,""突破王"":1,""leo.messi"":4,""🅲ˇaYa~Loongya！"":1,""🅲ˇ薇尔莉特Violetˇ"":1,""🅲ˇ空均宇ˇ"":2,""Khonsu"":2}","225","684","1040","420","{""GEWEHR 43"":35,""M43 STIELHANDGRANATE"":1}","{""M1 GARAND"":14,""M1 CARBINE"":1,""M1A1 THOMPSON"":1,""BROWNING M1919"":1,""155MM HOWITZER [M114]"":3,""M6 37mm [M8 Greyhound]"":1,""76MM M1 GUN [Sherman M4A3E2(76)]"":1,""COAXIAL M1919 [Sherman M4A3E2(76)]"":2}"
"76561198141980987","(WTH) GØBLYAXX ❀","46","71","0.65","5","0.54","0.83","9","0","1","1","244","19","{""🅲ˇ三个点ˇ"":2,""🅲ˇ音尘绝"":1,""🅲 ˇ 脑袋不空空的如也酱 ˇ"":1,""🅲 ˆ Seer ˆ"":1,""🅲ˇWuHuLoveYoonaˇ"":2,""🅲ˇmONESY666∞⚡"":1,""Oasis"":5,""chebelFIOR"":1,""Zywa小树人"":5,""莽皮坨冠军"":7,""🅲ˇTony9478"":2,""🅲ˇLancerzzzˇ"":4,""周茂凯"":1,""🅲ˇ石崎川ˇ"":1,""Nagawa"":9,""🅲ˇ抢镜的最佳路人"":1,""突破王"":4,""leo.messi"":5,""🅲ˇaYa~Loongya！"":1,""🅲ˇpangfˇ"":4,""2Teng"":1,""𝓢𝓧-𝓲𝓪𝓷𝓰"":1,""🅲ˇ空均宇ˇ"":7,""🅲ˇ小七se7enˇ"":2,""Khonsu"":2}","{""🅲ˇFirst Baturuˇ"":1,""🅲ˇRookie"":2,""🅲ˇヅ KÖalaˇ"":2,""🅲ˇWuHuLoveYoonaˇ"":1,""🅲ˇmONESY666∞⚡"":3,""🅲ˇ8da2kˇ"":1,""Oasis"":3,""chebelFIOR"":1,""Zywa小树人"":7,""🅲ˇ晨洋ˇBABA"":1,""🅲ˇTony9478"":1,""周茂凯"":3,""🅲ˇ石崎川ˇ"":1,""Nagawa"":7,""乔小乔"":2,""🅲ˇaYa~Loongya！"":1,""🅲ˇ薇尔莉特Violetˇ"":1,""2Teng"":1,""🅲ˇ空均宇ˇ"":4,""🅲ˇ小七se7enˇ"":1,""Khonsu"":2}","317","1550","600","580","{""GEWEHR 43"":45,""M43 STIELHANDGRANATE"":1}","{""155MM HOWITZER [M114]"":1,""M1918A2 BAR"":1,""M1903 SPRINGFIELD"":1,""BROWNING M1919"":5,""COLT M1911"":1,""76MM M1 GUN [Sherman M4A3E2(76)]"":1,""SATCHEL"":1,""M1 CARBINE"":1,""M6 37mm [M8 Greyhound]"":1,""M1 GARAND"":58}"
"76561199208174488","(WTH) BABY SharK ｼ 2.0","44","42","1.05","17","0.52","0.49","6","2","1","1","904","19","{""🅲ˇVergissmeinnicht"":2,""🅲ˇHalloween∞ˇ"":1,""🅲ˇ音尘绝"":1,""🅲 ˇ 脑袋不空空的如也酱 ˇ"":3,""🅲ˇmONESY666∞⚡"":3,""🅲ˇ8da2kˇ"":1,""🅲ˇAlituofo小女孩ˇ"":1,""Donk666"":1,""chebelFIOR"":3,""🅲ˇ晨洋ˇBABA"":2,""🅲ˇ黑夜不过白昼ˇ"":1,""🅲ˇTony9478"":4,""🅲ˇ捷森猪猪Jason_piggyˇ"":1,""🅲ˇLancerzzzˇ"":1,""周茂凯"":1,""Kobe Bryant"":1,""Nagawa"":1,""🅲ˇ抢镜的最佳路人"":2,""突破王"":2,""leo.messi"":3,""🅲ˇ薇尔莉特Violetˇ"":1,""🅲ˇpangfˇ"":3,""2Teng"":1,""🅲ˇ小七se7enˇ"":1,""Khonsu"":1}","{""🅲ˇThree3ˇ"":2,""🅲ˇVergissmeinnicht"":3,""🅲ˇFirst Baturuˇ"":2,""🅲ˇHalloween∞ˇ"":1,""🅲ˇ音尘绝"":2,""🅲ˇヅ KÖalaˇ"":1,""🅲ˇWuHuLoveYoonaˇ"":1,""🅲ˇmONESY666∞⚡"":1,""🅲ˇ8da2kˇ"":1,""🅲ˇManagerˇ"":1,""🅲ˇ真白shinakoˇ"":2,""🅲ˇSUNˇ"":4,""Donk666"":3,""chebelFIOR"":2,""🅲ˇ晨洋ˇBABA"":4,""🅲ˇ捷森猪猪Jason_piggyˇ"":3,""Kobe Bryant"":5,""突破王"":1,""leo.messi"":1,""🅲ˇ薇尔莉特Violetˇ"":1,""𝓢𝓧-𝓲𝓪𝓷𝓰"":1,""Khonsu"":2}","334","369","760","440","{""MG42"":18,""MP40"":1,""STG44"":10,""SATCHEL"":2,""GEWEHR 43"":11,""KARABINER 98K"":1,""PANZERSCHRECK"":1}","{""155MM HOWITZER [M114]"":2,""M1918A2 BAR"":1,""M1A1 THOMPSON"":1,""M97 TRENCH GUN"":2,""COAXIAL M1919 [Sherman M4A3E2(76)]"":1,""M1903 SPRINGFIELD"":1,""BROWNING M1919"":4,""76MM M1 GUN [Sherman M4A3E2(76)]"":1,""COAXIAL M1919 [Sherman M4A3(75)W]"":1,""STRAFING RUN"":1,""M6 37mm [M8 Greyhound]"":1,""M1 GARAND"":26}"
"76561197960574607","🅷 (WTH) matziti","113","37","3.05","19","1.34","0.44","4","0","0","0","572","-72","{""🅲ˇThree3ˇ"":1,""🅲ˇFirst Baturuˇ"":1,""🅲ˇHalloween∞ˇ"":1,""🅲ˇ音尘绝"":1,""🅲 ˆ Seer ˆ"":1,""Oasis"":2,""chebelFIOR"":1,""Zywa小树人"":2,""🅲ˇTony9478"":1,""周茂凯"":1,""Kobe Bryant"":1,""Nagawa"":7,""🅲ˇ抢镜的最佳路人"":1,""乔小乔"":1,""leo.messi"":2,""🅲ˇaYa~Loongya！"":3,""🅲ˇpangfˇ"":4,""2Teng"":2,""🅲ˇ空均宇ˇ"":2,""🅲ˇ小七se7enˇ"":2}","{""🅲ˇ三个点ˇ"":2,""🅲ˇThree3ˇ"":2,""🅲ˇFirst Baturuˇ"":2,""🅲ˇHalloween∞ˇ"":2,""🅲ˇRookie"":2,""🅲ˇ音尘绝"":3,""🅲ˇヅ KÖalaˇ"":3,""🅲ˇWuHuLoveYoonaˇ"":4,""🅲ˇmONESY666∞⚡"":7,""🅲ˇ8da2kˇ"":2,""Oasis"":9,""🅲ˇAlituofo小女孩ˇ"":2,""🅲ˇSUNˇ"":1,""chebelFIOR"":2,""Zywa小树人"":13,""🅲ˇ晨洋ˇBABA"":3,""莽皮坨冠军"":3,""🅲ˇLancerzzzˇ"":5,""周茂凯"":1,""Kobe Bryant"":7,""Nagawa"":7,""突破王"":2,""乔小乔"":1,""leo.messi"":3,""🅲ˇaYa~Loongya！"":6,""🅲ˇpangfˇ"":6,""2Teng"":2,""🅲ˇ空均宇ˇ"":5,""🅲ˇ小七se7enˇ"":3,""Khonsu"":3}","1062","125","540","780","{""S-MINE"":3,""FG42 x4"":109,""KARABINER 98K x8"":1}","{""SATCHEL"":1,""M1 GARAND"":26,""M1 CARBINE"":3,""M1A1 THOMPSON"":1,""BROWNING M1919"":2,""M1903 SPRINGFIELD"":1,""155MM HOWITZER [M114]"":1,""76MM M1 GUN [Sherman M4A3E2(76)]"":2}"
