"Steam ID","Name","Kills","Deaths","K/D","Max kill streak","Kill(s) / minute","Death(s) / minute","Max death streak","Max TK streak","Death by TK","Death by TK Streak","(aprox.) Longest life min.","(aprox.) Shortest life secs.","Nemesis","Victim","Combat Effectiveness","Support Points","Defensive Points","Offensive Points","Weapons","Death by Weapons"
"76561198826739587","🅲ˇ薇尔莉特Violetˇ","50","65","0.77","3","0.59","0.76","5","0","4","1","222","18","{""(WTH) KAISER Mtbb"":2,""(WTH) Dorbian"":2,""(WTH) Alf"":1,""(WTH) Zhong Xina"":2,""(WTH) .spxnk"":2,""(WTH) Desper"":1,""(WTH) BABY SharK ｼ 2.0"":1,""Lazei"":3,""(WTH) John ツ"":1,""(WTH) DrDoof"":5,""(WTH) AlexGZ"":2,""(WTH)Watsonater3000"":3,""(WTH) Conor"":1,""(WTH) Drachi ッ"":1,""(WTH) ya boy"":3,""(WTH) J4nnis"":1,""[WTH] Mike Lawry 유"":6,""(CCP) RisingZedong"":2,""(WTH) Junior你狗屎"":7,""(WTH) ㋡ Crusaderxx ❀"":3,""(WTH) Critical"":1,""(WTH) Sgt. Rico"":1,""(WTH) Zota"":1,""(WTH) Wolfi"":3,""(WTH) GØBLYAXX ❀"":1,""(WTH) gavrich"":8,""(WTH)✨ Tourop ✨"":1}","{""(WTH) KAISER Mtbb"":2,""(WTH) Dorbian"":1,""(WTH) Zhong Xina"":1,""(WTH) delete"":1,""(WTH) BABY SharK ｼ 2.0"":1,""Lazei"":2,""(WTH) John ツ"":1,""(WTH) DrDoof"":3,""(WTH) AlexGZ"":4,""(WTH)Watsonater3000"":1,""(WTH) Conor"":1,""(WTH) Drachi ッ"":2,""(WTH) ya boy"":1,""(WTH) GingerSlushii"":1,""(WTH) Lehtikylä"":2,""[WTH] Mike Lawry 유"":2,""(WTH) Junior你狗屎"":3,""(WTH) ㋡ Crusaderxx ❀"":8,""(WTH) Sgt. Rico"":3,""(WTH) Zota"":6,""(WTH) Raptor uK™"":1,""(WTH) Wolfi"":2,""(WTH) ✯Kongo"":1}","342","1338","1020","140","{""M1 GARAND"":47,""MK2 GRENADE"":3}","{""STG44"":10,""GEWEHR 43"":25,""COAXIAL MG34 [Sd.Kfz.181 Tiger 1]"":2,""BOMBING RUN"":1,""COAXIAL MG34 [Sd.Kfz.121 Luchs]"":1,""150MM HOWITZER [sFH 18]"":8,""SATCHEL"":2,""50mm KwK 39/1 [Sd.Kfz.234 Puma]"":1,""MG42"":7,""KARABINER 98K"":5,""FG42 x4"":1,""MP40"":2}"
"76561198391137646","🅲ˇ小七se7enˇ","40","36","1.11","10","0.47","0.42","7","0","0","0","903","21","{""(WTH) Alf"":4,""(WTH) Zhong Xina"":2,""(WTH) .spxnk"":1,""🅷 (WTH) matziti"":3,""(WTH) DrDoof"":2,""(WTH) Slappy"":1,""(WTH) Drachi ッ"":1,""(WTH) ya boy"":3,""(WTH) Lehtikylä"":1,""[WTH] Mike Lawry 유"":3,""(CCP) RisingZedong"":1,""(WTH) Junior你狗屎"":1,""(WTH) ㋡ Crusaderxx ❀"":1,""(WTH) era"":1,""(WTH) Zota"":1,""(WTH) GØBLYAXX ❀"":1,""(WTH) gavrich"":8,""(WTH)✨ Tourop ✨"":1}","{""(WTH) KAISER Mtbb"":2,""(WTH) Dorbian"":1,""(WTH) Alf"":4,""(WTH) Zhong Xina"":2,""(WTH) Guinness"":5,""(WTH) .spxnk"":1,""(WTH) Desper"":1,""(WTH) BABY SharK ｼ 2.0"":1,""🅷 (WTH) matziti"":2,""(WTH) AlexGZ"":2,""(WTH) Conor"":3,""(WTH) Drachi ッ"":1,""(WTH) GingerSlushii"":2,""(WTH) Lehtikylä"":1,""(WTH) ㋡ Crusaderxx ❀"":1,""(WTH) MDMaris"":1,""(WTH) era"":2,""(WTH) Wolfi"":1,""(WTH) ✯Kongo"":5,""(WTH) GØBLYAXX ❀"":2}","281","640","1400","60","{""M1 GARAND"":37,""MK2 GRENADE"":3}","{""STG44"":2,""GEWEHR 43"":13,""150MM HOWITZER [sFH 18]"":8,""SATCHEL"":1,""88 KWK 36 L/56 [Sd.Kfz.181 Tiger 1]"":2,""MG42"":5,""KARABINER 98K"":1,""FG42 x4"":3,""MP40"":1}"
"76561198035699345","(WTH) Sgt. Rico","93","45","2.07","12","1.09","0.53","3","0","0","0","390","20","{""🅲ˇ三个点ˇ"":1,""🅲ˇThree3ˇ"":1,""🅲ˇVergissmeinnicht"":5,""🅲ˇHalloween∞ˇ"":1,""🅲ˇRookie"":3,""🅲 ˇ 脑袋不空空的如也酱 ˇ"":2,""🅲ˇElixir_小国ˇ"":3,""🅲ˇManagerˇ"":1,""Oasis"":1,""🅲ˇ真白shinakoˇ"":2,""🅲ˇAlituofo小女孩ˇ"":2,""chebelFIOR"":1,""Zywa小树人"":1,""🅲ˇ晨洋ˇBABA"":3,""🅲ˇ黑夜不过白昼ˇ"":1,""Kobe Bryant"":3,""🅲ˇ抢镜的最佳路人"":4,""突破王"":1,""leo.messi"":3,""🅲ˇ薇尔莉特Violetˇ"":3,""🅲ˇ空均宇ˇ"":2,""🅲ˇSleep a Summerˇ"":1}","{""🅲ˇThree3ˇ"":1,""🅲ˇVergissmeinnicht"":11,""🅲ˇHalloween∞ˇ"":3,""🅲ˇRookie"":9,""🅲ˇヅ KÖalaˇ"":2,""🅲ˇ8da2kˇ"":1,""🅲ˇElixir_小国ˇ"":5,""🅲ˇManagerˇ"":2,""🅲ˇ真白shinakoˇ"":2,""🅲ˇAlituofo小女孩ˇ"":2,""🅲ˇSUNˇ"":1,""Donk666"":1,""chebelFIOR"":5,""🅲ˇ晨洋ˇBABA"":9,""莽皮坨冠军"":2,""🅲ˇ黑夜不过白昼ˇ"":2,""🅲ˇTony9478"":4,""🅲ˇ捷森猪猪Jason_piggyˇ"":2,""🅲ˇLancerzzzˇ"":1,""周茂凯"":1,""🅲ˇ石崎川ˇ"":2,""Kobe Bryant"":6,""Nagawa"":4,""突破王"":4,""leo.messi"":5,""🅲ˇaYa~Loongya！"":1,""🅲ˇ薇尔莉特Violetˇ"":1,""🅲ˇ空均宇ˇ"":4}","671","0","380","1040","{""S-MINE"":3,""FG42 x4"":90}","{""155MM HOWITZER [M114]"":4,""M1918A2 BAR"":1,""M1A1 THOMPSON"":1,""MK2 GRENADE"":3,""BROWNING M1919"":2,""76MM M1 GUN [Sherman M4A3E2(76)]"":2,""M3 GREASE GUN"":2,""M1 CARBINE"":1,""M1 GARAND"":29}"
"76561197960830580","(WTH) .spxnk","71","68","1.04","6","0.83","0.8","5","0","0","0","240","15","{""🅲ˇThree3ˇ"":1,""🅲ˇVergissmeinnicht"":5,""🅲ˇRookie"":1,""🅲ˇ音尘绝"":1,""🅲 ˆ Seer ˆ"":1,""🅲ˇWuHuLoveYoonaˇ"":1,""🅲ˇ8da2kˇ"":1,""🅲ˇElixir_小国ˇ"":2,""🅲ˇManagerˇ"":1,""🅲ˇ真白shinakoˇ"":5,""🅲ˇAlituofo小女孩ˇ"":2,""Donk666"":1,""🅲ˇ晨洋ˇBABA"":4,""🅲ˇ黑夜不过白昼ˇ"":3,""🅲ˇTony9478"":8,""🅲ˇ捷森猪猪Jason_piggyˇ"":3,""🅲ˇLancerzzzˇ"":1,""🅲ˇ石崎川ˇ"":1,""Nagawa"":2,""🅲ˇ抢镜的最佳路人"":7,""突破王"":4,""乔小乔"":1,""leo.messi"":2,""2Teng"":7,""🅲ˇ小七se7enˇ"":1,""Khonsu"":2}","{""🅲ˇ三个点ˇ"":3,""🅲ˇThree3ˇ"":1,""🅲ˇVergissmeinnicht"":5,""🅲ˇFirst Baturuˇ"":2,""🅲ˇRookie"":2,""🅲ˇ音尘绝"":3,""🅲ˇWuHuLoveYoonaˇ"":1,""🅲ˇ8da2kˇ"":2,""🅲ˇElixir_小国ˇ"":1,""🅲ˇManagerˇ"":5,""Oasis"":2,""🅲ˇ真白shinakoˇ"":1,""🅲ˇAlituofo小女孩ˇ"":1,""🅲ˇSUNˇ"":2,""Zywa小树人"":3,""🅲 ˇ特纳ˇ"":1,""🅲ˇ晨洋ˇBABA"":2,""莽皮坨冠军"":2,""🅲ˇ黑夜不过白昼ˇ"":2,""🅲ˇTony9478"":3,""🅲ˇ捷森猪猪Jason_piggyˇ"":4,""周茂凯"":2,""🅲ˇ石崎川ˇ"":1,""Kobe Bryant"":2,""Nagawa"":1,""突破王"":5,""leo.messi"":4,""🅲ˇ薇尔莉特Violetˇ"":2,""🅲ˇ空均宇ˇ"":1,""🅲ˇ小七se7enˇ"":1,""🅲ˇSleep a Summerˇ"":4}","623","2805","180","960","{""STG44"":35,""GEWEHR 43"":23,""KARABINER 98K"":8,""PANZERSCHRECK"":4,""M43 STIELHANDGRANATE"":1}","{""M1 GARAND"":42,""M1 CARBINE"":1,""BROWNING M1919"":9,""155MM HOWITZER [M114]"":7,""HULL M1919 [Sherman M4A3E2(76)]"":1,""76MM M1 GUN [Sherman M4A3E2(76)]"":6,""COAXIAL M1919 [Sherman M4A3E2(76)]"":2}"
"76561198192203065","🅲ˇ晨洋ˇBABA","55","66","0.83","5","0.64","0.77","8","1","0","0","274","16","{""(WTH) KAISER Mtbb"":3,""(WTH) Zhong Xina"":6,""(WTH) Neffex"":4,""(WTH) .spxnk"":2,""(WTH) Desper"":1,""(WTH) delete"":7,""(WTH) BABY SharK ｼ 2.0"":4,""🅷 (WTH) matziti"":3,""(wth) Lenny"":1,""Lazei"":2,""(WTH) John ツ"":4,""(WTH) DrDoof"":3,""(WTH) Slappy"":1,""(WTH)Watsonater3000"":3,""(WTH) ya boy"":2,""(WTH) J4nnis"":2,""[WTH] Mike Lawry 유"":2,""(WTH) Sgt. Rico"":9,""(WTH) Zota"":3,""(WTH) Raptor uK™"":2,""(WTH) GØBLYAXX ❀"":1,""(WTH) gavrich"":1}","{""(WTH) KAISER Mtbb"":2,""(WTH) Dorbian"":3,""(WTH) Alf"":1,""(WTH) Zhong Xina"":8,""(WTH) Neffex"":5,""(WTH) .spxnk"":4,""(WTH) Desper"":1,""(WTH) delete"":6,""(WTH) BABY SharK ｼ 2.0"":2,""Lazei"":1,""(WTH) John ツ"":2,""(WTH) DrDoof"":2,""(WTH) Slappy"":2,""(WTH)Watsonater3000"":4,""(WTH) Drachi ッ"":1,""(WTH) Lehtikylä"":1,""[WTH] Mike Lawry 유"":1,""(WTH) MDMaris"":3,""(WTH) Sgt. Rico"":3,""(WTH) Zota"":3}","458","2855","1040","160","{""BAZOOKA"":1,""M1 GARAND"":49,""M1918A2 BAR"":3,""M1903 SPRINGFIELD"":2}","{""MG42"":5,""MP40"":2,""STG44"":9,""FG42 x4"":12,""GEWEHR 43"":32,""KARABINER 98K"":4,""150MM HOWITZER [sFH 18]"":1,""50mm KwK 39/1 [Sd.Kfz.234 Puma]"":1}"
"76561198337406874","🅲ˇ抢镜的最佳路人","129","0","129","129","1.51","0","0","11","0","0","0","9999","{}","{""(WTH) KAISER Mtbb"":7,""(WTH) ByteSized"":3,""(WTH) Dorbian"":3,""(WTH) Alf"":1,""(WTH) Ginger"":1,""(WTH) Voape"":3,""(wth) Trotche"":1,""(WTH) Zhong Xina"":1,""(WTH) Guinness"":1,""(WTH) .spxnk"":7,""(WTH) BABY SharK ｼ 2.0"":2,""🅷 (WTH) matziti"":1,""Lazei"":1,""(WTH) DrDoof"":7,""(WTH) AlexGZ"":3,""(WTH) Slappy"":2,""(WTH)Watsonater3000"":5,""(WTH) Conor"":3,""(WTH) Drachi ッ"":1,""(WTH) ya boy"":2,""(WTH) J4nnis"":3,""(WTH) GingerSlushii"":2,""(WTH) Lehtikylä"":5,""(WTH) HoneyBadger"":1,""(WTH) Stoom"":1,""[WTH] Mike Lawry 유"":8,""(WTH) Junior你狗屎"":13,""(WTH) ㋡ Crusaderxx ❀"":4,""(WTH) MDMaris"":2,""(WTH) Critical"":1,""(WTH) era"":7,""(WTH) Sgt. Rico"":4,""(WTH) Zota"":3,""(WTH) Raptor uK™"":4,""(WTH) Wolfi"":8,""(WTH) ✯Kongo"":6,""(WTH) GØBLYAXX ❀"":1,""(WTH)✨ Tourop ✨"":1}","1034","0","1760","0","{""155MM HOWITZER [M114]"":129}","{}"
"76561198317867989","🅲ˇ黑夜不过白昼ˇ","43","66","0.65","4","0.5","0.77","10","0","0","0","271","15","{""(WTH) KAISER Mtbb"":3,""(WTH) Dorbian"":3,""(WTH) Alf"":1,""(WTH) Zhong Xina"":2,""(WTH) .spxnk"":2,""Lazei"":3,""(WTH) John ツ"":2,""(WTH) DrDoof"":3,""(WTH) AlexGZ"":3,""(WTH) Slappy"":1,""(WTH)Watsonater3000"":1,""(WTH) Conor"":3,""(WTH) Drachi ッ"":1,""(WTH) ya boy"":2,""(WTH) J4nnis"":1,""(WTH) Lehtikylä"":3,""[WTH] Mike Lawry 유"":1,""(WTH) Junior你狗屎"":5,""(WTH) ㋡ Crusaderxx ❀"":3,""(CCP) WONIU FAN"":2,""(WTH) Sgt. Rico"":2,""(WTH) Zota"":3,""(WTH) Wolfi"":3,""(WTH) gavrich"":12,""(WTH) GΣRMANXX ❀"":1}","{""(WTH) KAISER Mtbb"":3,""(WTH) Dorbian"":5,""(WTH) Zhong Xina"":1,""(WTH) Neffex"":1,""(WTH) .spxnk"":3,""(WTH) BABY SharK ｼ 2.0"":1,""Lazei"":2,""(WTH) John ツ"":2,""(WTH) DrDoof"":5,""(WTH)Watsonater3000"":1,""(WTH) Conor"":1,""(WTH) Drachi ッ"":1,""(WTH) GingerSlushii"":1,""[WTH] Mike Lawry 유"":3,""(WTH) Junior你狗屎"":2,""(CCP) WONIU FAN"":1,""(WTH) era"":1,""(WTH) Sgt. Rico"":1,""(WTH) Zota"":2,""(WTH) Raptor uK™"":2,""(WTH) Wolfi"":3,""(WTH) GΣRMANXX ❀"":1}","315","1239","1080","80","{""M1 GARAND"":43}","{""MG42"":7,""MP40"":1,""STG44"":10,""FG42 x4"":2,""GEWEHR 43"":29,""KARABINER 98K"":4,""PANZERSCHRECK"":1,""150MM HOWITZER [sFH 18]"":12}"
"76561199202021749","leo.messi","86","62","1.39","14","1.01","0.73","7","0","0","0","392","18","{""(WTH) KAISER Mtbb"":4,""(WTH) ByteSized"":1,""(WTH) Dorbian"":2,""(WTH) Alf"":1,""(WTH) Zhong Xina"":3,""(WTH) Neffex"":2,""(WTH) .spxnk"":4,""(WTH) delete"":1,""(WTH) BABY SharK ｼ 2.0"":1,""🅷 (WTH) matziti"":3,""Lazei"":4,""(WTH) John ツ"":4,""(WTH) DrDoof"":5,""(WTH) AlexGZ"":2,""(WTH)Watsonater3000"":1,""(WTH) ya boy"":3,""(WTH) J4nnis"":4,""(WTH) Lehtikylä"":1,""[WTH] Mike Lawry 유"":1,""(CCP) RisingZedong"":1,""(WTH) MDMaris"":1,""(WTH) Sgt. Rico"":5,""(WTH) Zota"":3,""(WTH) gavrich"":3,""(WTH) GΣRMANXX ❀"":2}","{""(WTH) KAISER Mtbb"":4,""(WTH) ByteSized"":2,""(WTH) Dorbian"":3,""(WTH) Alf"":3,""(WTH) Zhong Xina"":5,""(WTH) Neffex"":3,""(WTH) Guinness"":1,""(WTH) .spxnk"":2,""(WTH) Desper"":1,""(WTH) delete"":2,""(WTH) BABY SharK ｼ 2.0"":3,""🅷 (WTH) matziti"":2,""(WTH) John ツ"":3,""(WTH) DrDoof"":3,""(WTH) AlexGZ"":4,""(WTH) Slappy"":1,""(WTH)Watsonater3000"":8,""(WTH) Conor"":1,""(WTH) ya boy"":1,""(WTH) J4nnis"":1,""(WTH) Lehtikylä"":5,""(WTH) HoneyBadger"":1,""[WTH] Mike Lawry 유"":3,""(WTH) Junior你狗屎"":5,""(WTH) ㋡ Crusaderxx ❀"":1,""(WTH) MDMaris"":1,""(WTH) era"":1,""(WTH) Sgt. Rico"":3,""(WTH) Zota"":3,""(WTH) Raptor uK™"":2,""(WTH) Wolfi"":2,""(WTH) ✯Kongo"":1,""(WTH) GØBLYAXX ❀"":5}","613","175","1060","140","{""M1 GARAND"":84,""M1A1 THOMPSON"":1,""Opel Blitz (Transport)"":1}","{""HULL MG34 [Sd.Kfz.181 Tiger 1]"":1,""STG44"":11,""GEWEHR 43"":28,""150MM HOWITZER [sFH 18]"":3,""88 KWK 36 L/56 [Sd.Kfz.181 Tiger 1]"":1,""MG42"":5,""KARABINER 98K"":3,""FG42 x4"":8,""MP40"":2}"
"76561199139642748","突破王","53","63","0.84","5","0.62","0.74","9","0","1","1","345","18","{""(WTH) KAISER Mtbb"":2,""(WTH) Alf"":5,""(wth) Trotche"":1,""(WTH) Neffex"":6,""(WTH) Guinness"":1,""(WTH) .spxnk"":5,""(WTH) Desper"":1,""(WTH) delete"":2,""(WTH) BABY SharK ｼ 2.0"":1,""🅷 (WTH) matziti"":2,""(WTH) DrDoof"":1,""(WTH) AlexGZ"":2,""(WTH) Slappy"":5,""(WTH) Conor"":3,""(WTH) Drachi ッ"":1,""(WTH) ya boy"":2,""(WTH) J4nnis"":1,""[WTH] Mike Lawry 유"":1,""(WTH) MDMaris"":1,""(WTH) Critical"":1,""(WTH) era"":3,""(WTH) Sgt. Rico"":4,""(WTH) Zota"":1,""(WTH) Wolfi"":4,""(WTH) ✯Kongo"":3,""(WTH) gavrich"":2,""(WTH) GΣRMANXX ❀"":2}","{""(WTH) Alf"":1,""(WTH) Voape"":1,""(WTH) Zhong Xina"":2,""(WTH) Neffex"":6,""(WTH) Guinness"":1,""(WTH) .spxnk"":4,""(WTH) Desper"":1,""(WTH) delete"":1,""(WTH) BABY SharK ｼ 2.0"":2,""(WTH) John ツ"":1,""(WTH) DrDoof"":2,""(WTH) Conor"":2,""(WTH) Drachi ッ"":5,""(WTH) J4nnis"":1,""(WTH) GingerSlushii"":2,""[WTH] Mike Lawry 유"":2,""(WTH) ㋡ Crusaderxx ❀"":1,""(WTH) MDMaris"":3,""(WTH) Critical"":2,""(WTH) era"":4,""(WTH) Sgt. Rico"":1,""(WTH) Wolfi"":1,""(WTH) ✯Kongo"":2,""(WTH) GØBLYAXX ❀"":4,""(WTH) GΣRMANXX ❀"":1}","393","910","1020","240","{""M1 GARAND"":52,""MK2 GRENADE"":1}","{""MG42"":9,""MP40"":2,""STG44"":8,""FG42 x4"":6,""GEWEHR 43"":33,""KARABINER 98K"":2,""M43 STIELHANDGRANATE"":1,""150MM HOWITZER [sFH 18]"":2}"
"76561198037633678","(WTH) Critical","11","10","1.1","3","0.13","0.12","3","0","1","1","2436","107","{""Oasis"":1,""Nagawa"":1,""突破王"":2,""🅲ˇSUNˇ"":1,""🅲ˇpangfˇ"":2,""🅲ˇ音尘绝"":1,""🅲ˇWuHuLoveYoonaˇ"":1,""🅲ˇ抢镜的最佳路人"":1}","{""🅲 ˇWONIUˇ"":1,""🅲ˇRookie"":1,""🅲 ˆ Seer ˆ"":1,""🅲ˇElixir_小国ˇ"":1,""Donk666"":3,""🅲 ˇ特纳ˇ"":1,""周茂凯"":1,""突破王"":1,""🅲ˇ薇尔莉特Violetˇ"":1}","145","3127","1300","300","{""MP40"":5,""BOMBING RUN"":3,""PRECISION STRIKE"":3}","{""M1 GARAND"":9,""155MM HOWITZER [M114]"":1}"
"76561198317791012","(WTH) Raptor uK™","18","40","0.45","4","0.21","0.47","11","0","2","1","614","18","{""🅲ˇThree3ˇ"":1,""🅲ˇFirst Baturuˇ"":5,""🅲ˇヅ KÖalaˇ"":1,""🅲 ˆ Seer ˆ"":1,""🅲ˇmONESY666∞⚡"":1,""Oasis"":1,""🅲ˇAlituofo小女孩ˇ"":1,""Donk666"":5,""🅲 ˇ特纳ˇ"":1,""🅲ˇ黑夜不过白昼ˇ"":2,""🅲ˇTony9478"":5,""周茂凯"":1,""Kobe Bryant"":3,""Nagawa"":2,""🅲ˇ抢镜的最佳路人"":4,""leo.messi"":2,""🅲ˇ薇尔莉特Violetˇ"":1,""2Teng"":1,""𝓢𝓧-𝓲𝓪𝓷𝓰"":1,""🅲ˇSleep a Summerˇ"":1}","{""🅲ˇThree3ˇ"":2,""🅲 ˇWONIUˇ"":1,""🅲ˇVergissmeinnicht"":1,""🅲ˇFirst Baturuˇ"":1,""🅲ˇヅ KÖalaˇ"":1,""🅲ˇmONESY666∞⚡"":1,""🅲ˇManagerˇ"":1,""🅲ˇ真白shinakoˇ"":1,""🅲ˇ晨洋ˇBABA"":2,""周茂凯"":1,""🅲ˇ石崎川ˇ"":2,""🅲ˇaYa~Loongya！"":1,""🅲ˇpangfˇ"":1,""Khonsu"":2}","146","1130","440","720","{""MP40"":5,""STG44"":3,""GEWEHR 43"":2,""KARABINER 98K"":8}","{""155MM HOWITZER [M114]"":4,""M97 TRENCH GUN"":3,""MK2 GRENADE"":1,""COAXIAL M1919 [Sherman M4A3E2(76)]"":1,""37MM CANNON [Stuart M5A1]"":1,""HULL M1919 [Sherman M4A3E2(76)]"":1,""BROWNING M1919"":6,""76MM M1 GUN [Sherman M4A3E2(76)]"":1,""BAZOOKA"":1,""M1 GARAND"":21}"
"76561198281870020","(WTH) GΣRMANXX ❀","73","38","1.92","16","0.85","0.44","5","1","0","0","755","29","{""🅲ˇ三个点ˇ"":1,""🅲ˇFirst Baturuˇ"":2,""🅲ˇHalloween∞ˇ"":1,""🅲ˇRookie"":1,""🅲ˇ音尘绝"":3,""🅲ˇWuHuLoveYoonaˇ"":1,""🅲ˇmONESY666∞⚡"":1,""Oasis"":3,""🅲ˇAlituofo小女孩ˇ"":1,""chebelFIOR"":3,""Zywa小树人"":4,""莽皮坨冠军"":1,""🅲ˇ黑夜不过白昼ˇ"":1,""🅲ˇ捷森猪猪Jason_piggyˇ"":1,""🅲ˇLancerzzzˇ"":1,""周茂凯"":2,""Nagawa"":2,""突破王"":1,""🅲ˇpangfˇ"":1,""2Teng"":1,""🅲ˇ空均宇ˇ"":2,""Khonsu"":1,""🅲ˇSleep a Summerˇ"":3}","{""🅲ˇ三个点ˇ"":1,""🅲ˇVergissmeinnicht"":2,""🅲ˇFirst Baturuˇ"":3,""🅲ˇHalloween∞ˇ"":3,""🅲ˇRookie"":2,""🅲ˇヅ KÖalaˇ"":1,""🅲ˇWuHuLoveYoonaˇ"":2,""🅲ˇmONESY666∞⚡"":2,""🅲ˇ8da2kˇ"":1,""🅲ˇManagerˇ"":1,""Oasis"":4,""chebelFIOR"":3,""Zywa小树人"":3,""莽皮坨冠军"":2,""🅲ˇ黑夜不过白昼ˇ"":1,""🅲ˇTony9478"":1,""🅲ˇLancerzzzˇ"":3,""周茂凯"":4,""🅲ˇ石崎川ˇ"":4,""Kobe Bryant"":5,""Nagawa"":5,""突破王"":2,""乔小乔"":2,""leo.messi"":2,""🅲ˇpangfˇ"":3,""2Teng"":1,""𝓢𝓧-𝓲𝓪𝓷𝓰"":1,""🅲ˇ空均宇ˇ"":2,""Khonsu"":3,""🅲ˇSleep a Summerˇ"":4}","671","320","900","440","{""MG42"":54,""MP40"":1,""STG44"":9,""GEWEHR 43"":3,""KARABINER 98K"":1,""PANZERSCHRECK"":5}","{""M1 GARAND"":28,""MK2 GRENADE"":1,""BROWNING M1919"":7,""M1903 SPRINGFIELD"":1,""M6 37mm [M8 Greyhound]"":1}"
"76561198403190707","(WTH)Watsonater3000","18","53","0.34","2","0.21","0.62","12","0","2","1","340","33","{""🅲ˇ三个点ˇ"":2,""🅲ˇThree3ˇ"":2,""🅲ˇVergissmeinnicht"":4,""🅲ˇHalloween∞ˇ"":1,""🅲ˇRookie"":4,""🅲 ˇ 脑袋不空空的如也酱 ˇ"":1,""🅲ˇmONESY666∞⚡"":1,""🅲ˇElixir_小国ˇ"":5,""🅲ˇ真白shinakoˇ"":4,""🅲ˇAlituofo小女孩ˇ"":1,""chebelFIOR"":1,""🅲ˇ晨洋ˇBABA"":4,""🅲ˇ黑夜不过白昼ˇ"":1,""🅲ˇTony9478"":4,""周茂凯"":1,""🅲ˇ石崎川ˇ"":2,""🅲ˇ抢镜的最佳路人"":5,""leo.messi"":8,""🅲ˇ薇尔莉特Violetˇ"":1,""🅲ˇ空均宇ˇ"":1}","{""🅲ˇ三个点ˇ"":1,""🅲ˇVergissmeinnicht"":3,""🅲ˇElixir_小国ˇ"":1,""🅲ˇ真白shinakoˇ"":1,""🅲ˇAlituofo小女孩ˇ"":1,""🅲ˇ晨洋ˇBABA"":3,""🅲ˇ黑夜不过白昼ˇ"":1,""🅲ˇTony9478"":2,""Kobe Bryant"":1,""leo.messi"":1,""🅲ˇ薇尔莉特Violetˇ"":3}","154","570","360","960","{""KARABINER 98K"":18}","{""M1 GARAND"":39,""BROWNING M1919"":6,""M1903 SPRINGFIELD"":1,""155MM HOWITZER [M114]"":5,""COAXIAL M1919 [Sherman M4A3(75)W]"":1,""COAXIAL M1919 [Sherman M4A3E2(76)]"":1}"
"76561199127734712","(WTH) DrDoof","80","87","0.92","4","0.94","1.02","7","2","2","1","164","17","{""🅲ˇThree3ˇ"":1,""🅲ˇVergissmeinnicht"":4,""🅲ˇFirst Baturuˇ"":1,""🅲ˇHalloween∞ˇ"":3,""🅲ˇRookie"":1,""🅲ˇ音尘绝"":5,""🅲 ˇ 脑袋不空空的如也酱 ˇ"":4,""🅲 ˆ Seer ˆ"":1,""🅲ˇWuHuLoveYoonaˇ"":1,""🅲ˇElixir_小国ˇ"":11,""🅲ˇManagerˇ"":1,""🅲ˇ真白shinakoˇ"":2,""🅲ˇAlituofo小女孩ˇ"":6,""chebelFIOR"":5,""🅲ˇ晨洋ˇBABA"":2,""🅲ˇ黑夜不过白昼ˇ"":5,""🅲ˇ捷森猪猪Jason_piggyˇ"":1,""🅲ˇLancerzzzˇ"":2,""周茂凯"":1,""🅲ˇ石崎川ˇ"":3,""Kobe Bryant"":4,""Nagawa"":1,""🅲ˇ抢镜的最佳路人"":7,""突破王"":2,""乔小乔"":1,""leo.messi"":3,""🅲ˇ薇尔莉特Violetˇ"":3,""2Teng"":2,""🅲ˇ空均宇ˇ"":1,""Khonsu"":1,""🅲ˇSleep a Summerˇ"":2}","{""🅲ˇThree3ˇ"":7,""🅲ˇVergissmeinnicht"":5,""🅲ˇFirst Baturuˇ"":1,""🅲ˇHalloween∞ˇ"":1,""🅲ˇRookie"":5,""🅲ˇ音尘绝"":1,""🅲ˇWuHuLoveYoonaˇ"":1,""🅲ˇmONESY666∞⚡"":2,""🅲ˇElixir_小国ˇ"":1,""🅲ˇManagerˇ"":6,""Oasis"":1,""🅲ˇ真白shinakoˇ"":2,""🅲ˇAlituofo小女孩ˇ"":4,""🅲ˇSUNˇ"":3,""Donk666"":1,""chebelFIOR"":5,""Zywa小树人"":2,""🅲ˇ晨洋ˇBABA"":3,""🅲ˇ黑夜不过白昼ˇ"":3,""🅲ˇLancerzzzˇ"":1,""周茂凯"":1,""Kobe Bryant"":5,""Nagawa"":1,""突破王"":1,""leo.messi"":5,""🅲ˇ薇尔莉特Violetˇ"":5,""🅲ˇpangfˇ"":3,""🅲ˇ空均宇ˇ"":2,""🅲ˇ小七se7enˇ"":2}","621","595","120","880","{""MP40"":7,""STG44"":33,""S-MINE"":1,""SATCHEL"":9,""GEWEHR 43"":22,""KARABINER 98K"":6,""M43 STIELHANDGRANATE"":2}","{""155MM HOWITZER [M114]"":7,""M1918A2 BAR"":1,""M1A1 THOMPSON"":2,""MK2 GRENADE"":3,""M1903 SPRINGFIELD"":1,""37MM CANNON [Stuart M5A1]"":3,""BROWNING M1919"":3,""76MM M1 GUN [Sherman M4A3E2(76)]"":2,""COAXIAL M1919 [Sherman M4A3(75)W]"":1,""M1 CARBINE"":1,""M6 37mm [M8 Greyhound]"":3,""M1 GARAND"":60}"
